Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
3316768493,00000110,false,Rx,1,5,91,00,00,06,9A,00,00,00
3316768717,00000115,false,Rx,1,7,80,00,80,00,00,06,2D,00
3316768964,00000120,false,Rx,1,8,00,04,84,B0,3E,00,06,AC
3316770619,00000125,false,Rx,1,6,00,00,00,82,06,0F,00,00
3316771715,00000165,false,Rx,1,8,01,F4,00,00,00,00,06,D0
3316775643,00000130,false,Rx,1,7,80,00,01,44,90,07,83,00
3316778483,00000002,false,Rx,1,4,83,A6,00,00,00,00,00,00
3316778673,00000110,false,Rx,1,5,91,00,00,07,87,00,00,00
3316778897,00000115,false,Rx,1,7,80,00,80,00,00,07,30,00
3316779136,00000120,false,Rx,1,8,00,04,84,B0,3E,00,07,B1
3316780614,00000125,false,Rx,1,6,00,00,00,82,07,12,00,00
3316781719,00000165,false,Rx,1,8,01,F4,00,00,00,00,07,CD
3316785644,00000130,false,Rx,1,7,80,00,01,44,90,08,38,00
3316788276,00000002,false,Rx,1,4,83,A6,F9,FF,00,00,00,00
3316788535,00000110,false,Rx,1,5,91,00,00,08,3C,00,00,00
3316788758,00000115,false,Rx,1,7,80,00,80,00,00,08,8B,00
3316788998,00000120,false,Rx,1,8,00,04,84,B0,3F,00,08,85
3316790622,00000125,false,Rx,1,6,00,00,00,82,08,A9,00,00
3316791711,00000165,false,Rx,1,8,01,F4,00,00,00,00,08,76
3316795653,00000130,false,Rx,1,7,80,00,01,44,90,09,25,00
3316798276,00000002,false,Rx,1,4,84,A6,F9,FF,00,00,00,00
3316798535,00000110,false,Rx,1,5,91,00,00,09,21,00,00,00
3316798758,00000115,false,Rx,1,7,80,00,80,00,00,09,96,00
3316798998,00000120,false,Rx,1,8,00,04,84,B0,3E,00,09,17
3316800622,00000125,false,Rx,1,6,00,00,00,82,09,B4,00,00
3316801711,00000165,false,Rx,1,8,01,F4,00,00,00,00,09,6B
3316805645,00000130,false,Rx,1,7,80,00,01,44,90,0A,02,00
3316808276,00000002,false,Rx,1,4,74,A6,F9,FF,00,00,00,00
3316808573,00000110,false,Rx,1,5,91,00,00,0A,06,00,00,00
3316808797,00000115,false,Rx,1,7,80,00,80,00,00,0A,B1,00
3316809037,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0A,30
3316810622,00000125,false,Rx,1,6,00,00,00,82,0A,93,00,00
3316811711,00000165,false,Rx,1,8,01,F4,00,00,00,00,0A,4C
3316815645,00000130,false,Rx,1,7,80,00,01,44,90,0B,1F,00
3316818283,00000002,false,Rx,1,4,83,A6,F9,FF,00,00,00,00
3316818573,00000110,false,Rx,1,5,91,00,00,0B,1B,00,00,00
3316818789,00000115,false,Rx,1,7,80,00,80,00,00,0B,AC,00
3316819029,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0B,2D
3316820621,00000125,false,Rx,1,6,00,00,00,82,0B,8E,00,00
3316821719,00000165,false,Rx,1,8,01,F4,00,00,00,00,0B,51
3316825645,00000130,false,Rx,1,7,80,00,01,44,90,0C,4C,00
3316828276,00000002,false,Rx,1,4,74,A6,F9,FF,00,00,00,00
3316828596,00000110,false,Rx,1,5,91,00,00,0C,48,00,00,00
3316828828,00000115,false,Rx,1,7,80,00,80,00,00,0C,FF,00
3316829067,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0C,7E
3316830630,00000125,false,Rx,1,6,00,00,00,82,0C,DD,00,00
3316831719,00000165,false,Rx,1,8,01,F4,00,00,00,00,0C,02
3316835645,00000130,false,Rx,1,7,80,00,01,44,90,0D,51,00
3316838283,00000002,false,Rx,1,4,84,A6,F9,FF,00,00,00,00
3316838604,00000110,false,Rx,1,5,91,00,00,0D,55,00,00,00
3316838827,00000115,false,Rx,1,7,80,00,80,00,00,0D,E2,00
3316839067,00000120,false,Rx,1,8,00,04,84,B0,3F,00,0D,EC
3316840622,00000125,false,Rx,1,6,00,00,00,82,0D,C0,00,00
3316841727,00000165,false,Rx,1,8,01,F4,00,00,00,00,0D,1F
3316845645,00000130,false,Rx,1,7,80,00,01,44,90,0E,76,00
3316848299,00000002,false,Rx,1,4,84,A6,F9,FF,00,00,00,00
3316848635,00000110,false,Rx,1,5,91,00,00,0E,72,00,00,00
3316848852,00000115,false,Rx,1,7,80,00,80,00,00,0E,C5,00
3316849091,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0E,44
3316850623,00000125,false,Rx,1,6,00,00,00,82,0E,E7,00,00
3316851712,00000165,false,Rx,1,8,01,F4,00,00,00,00,0E,38
3316853211,00000102,false,Rx,1,8,F7,83,48,C1,66,26,98,99
3316853559,00000112,false,Rx,1,5,42,01,80,93,00,00,00,00
3316855644,00000130,false,Rx,1,7,80,00,01,44,90,0F,6B,00
3316857891,00000135,false,Rx,1,8,00,00,34,00,00,00,00,00
3316858285,00000002,false,Rx,1,4,83,A6,F9,FF,00,00,00,00
3316858685,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0F,59
3316858872,00000110,false,Rx,1,5,91,00,00,0F,6F,00,00,00
3316859095,00000115,false,Rx,1,7,80,00,80,00,00,0F,D8,00
3316860626,00000125,false,Rx,1,6,00,00,00,82,0F,FA,00,00
3316861715,00000165,false,Rx,1,8,01,F4,00,00,00,00,0F,25
3316865648,00000130,false,Rx,1,7,80,00,01,45,90,00,5F,00
3316868294,00000002,false,Rx,1,4,82,A6,F9,FF,00,00,00,00
3316868691,00000120,false,Rx,1,8,00,04,84,B0,3E,00,00,E2
3316868879,00000110,false,Rx,1,5,91,00,00,00,D4,00,00,00
3316869101,00000115,false,Rx,1,7,80,00,80,00,00,00,63,00
3316870167,00000202,false,Rx,1,4,73,35,8B,20,00,00,00,00
3316870641,00000125,false,Rx,1,6,00,00,00,82,00,41,00,00
3316871723,00000165,false,Rx,1,8,01,F4,00,00,00,00,00,9E
3316875658,00000130,false,Rx,1,7,80,00,01,44,90,01,CD,00
3316878693,00000120,false,Rx,1,8,00,04,84,B0,3E,00,01,FF
3316878863,00000002,false,Rx,1,4,82,A6,00,00,00,00,00,00
3316879047,00000110,false,Rx,1,5,91,00,00,01,C9,00,00,00
3316879269,00000115,false,Rx,1,7,80,00,80,00,00,01,7E,00
3316880629,00000125,false,Rx,1,6,00,00,00,82,01,5C,00,00
3316881730,00000165,false,Rx,1,8,01,F4,00,00,00,00,01,83
3316885658,00000130,false,Rx,1,7,80,00,01,44,90,02,EA,00
3316888359,00000002,false,Rx,1,4,83,A6,F9,FF,00,00,00,00
3316888702,00000120,false,Rx,1,8,00,04,84,B0,3F,00,02,57
3316888882,00000110,false,Rx,1,5,91,00,00,02,EE,00,00,00
3316889104,00000115,false,Rx,1,7,80,00,80,00,00,02,59,00
3316890635,00000125,false,Rx,1,6,00,00,00,82,02,7B,00,00
3316891725,00000165,false,Rx,1,8,01,F4,00,00,00,00,02,A4
3316895665,00000130,false,Rx,1,7,80,00,01,44,90,03,F7,00
3316898342,00000002,false,Rx,1,4,83,A6,F9,FF,00,00,00,00
3316898701,00000120,false,Rx,1,8,00,04,84,B0,3E,00,03,C5
3316898888,00000110,false,Rx,1,5,91,00,00,03,F3,00,00,00
3316899111,00000115,false,Rx,1,7,80,00,80,00,00,03,44,00
3316900634,00000125,false,Rx,1,6,00,00,00,82,03,66,00,00
3316901724,00000165,false,Rx,1,8,01,F4,00,00,00,00,03,B9
3316905657,00000130,false,Rx,1,7,80,00,01,44,90,04,A4,00
3316908280,00000002,false,Rx,1,4,83,A6,F9,FF,00,00,00,00
3316908693,00000120,false,Rx,1,8,00,04,84,B0,3E,00,04,96
3316908880,00000110,false,Rx,1,5,91,00,00,04,A0,00,00,00
3316909102,00000115,false,Rx,1,7,80,00,80,00,00,04,17,00
3316910633,00000125,false,Rx,1,6,00,00,00,82,04,35,00,00
3316911723,00000165,false,Rx,1,8,01,F4,00,00,00,00,04,EA
3316915658,00000130,false,Rx,1,7,80,00,01,44,90,05,B9,00
3316918280,00000002,false,Rx,1,4,84,A6,F9,FF,00,00,00,00
3316918693,00000120,false,Rx,1,8,00,04,84,B0,3E,00,05,8B
3316918881,00000110,false,Rx,1,5,91,00,00,05,BD,00,00,00
3316919104,00000115,false,Rx,1,7,80,00,80,00,00,05,0A,00
3316920636,00000125,false,Rx,1,6,00,00,00,82,05,28,00,00
3316921733,00000165,false,Rx,1,8,01,F4,00,00,00,00,05,F7
3316925661,00000130,false,Rx,1,7,80,00,01,44,90,06,9E,00
3316928291,00000002,false,Rx,1,4,82,A6,F9,FF,00,00,00,00
3316928696,00000120,false,Rx,1,8,00,04,84,B0,3E,00,06,AC
3316928876,00000110,false,Rx,1,5,91,00,00,06,9A,00,00,00
3316929099,00000115,false,Rx,1,7,80,00,80,00,00,06,2D,00
3316930637,00000125,false,Rx,1,6,00,00,00,82,06,0F,00,00
3316931735,00000165,false,Rx,1,8,01,F4,00,00,00,00,06,D0
3316935665,00000130,false,Rx,1,7,80,00,01,44,90,07,83,00
3316938286,00000002,false,Rx,1,4,83,A6,F9,FF,00,00,00,00
3316938693,00000120,false,Rx,1,8,00,04,84,B0,3F,00,07,3E
3316938871,00000110,false,Rx,1,5,91,00,00,07,87,00,00,00
3316939101,00000115,false,Rx,1,7,80,00,80,00,00,07,30,00
3316940632,00000125,false,Rx,1,6,00,00,00,82,07,12,00,00
3316941730,00000165,false,Rx,1,8,01,F4,00,00,00,00,07,CD
3316945657,00000130,false,Rx,1,7,80,00,01,44,90,08,38,00
3316948295,00000002,false,Rx,1,4,83,A6,F9,FF,00,00,00,00
3316948694,00000120,false,Rx,1,8,00,04,84,B0,3E,00,08,0A
3316948880,00000110,false,Rx,1,5,91,00,00,08,3C,00,00,00
3316949103,00000115,false,Rx,1,7,80,00,80,00,00,08,8B,00
3316950634,00000125,false,Rx,1,6,00,00,00,82,08,A9,00,00
3316951731,00000165,false,Rx,1,8,01,F4,00,00,00,00,08,76
3316953493,00000102,false,Rx,1,8,F7,83,48,C1,66,26,98,99
3316953834,00000112,false,Rx,1,5,42,01,80,93,00,00,00,00
3316955657,00000130,false,Rx,1,7,80,00,01,44,90,09,25,00
3316957904,00000135,false,Rx,1,8,00,00,34,00,00,00,00,00
3316958419,00000002,false,Rx,1,4,83,A6,F9,FF,00,00,00,00
3316958696,00000120,false,Rx,1,8,00,04,84,B0,3E,00,09,17
3316958882,00000110,false,Rx,1,5,91,00,00,09,21,00,00,00
3316959104,00000115,false,Rx,1,7,80,00,80,00,00,09,96,00
3316960637,00000125,false,Rx,1,6,00,00,00,82,09,B4,00,00
3316961728,00000165,false,Rx,1,8,01,F4,00,00,00,00,09,6B
3316965661,00000130,false,Rx,1,7,80,00,01,44,90,0A,02,00
3316968284,00000002,false,Rx,1,4,84,A6,F9,FF,00,00,00,00
3316968698,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0A,30
3316968877,00000110,false,Rx,1,5,91,00,00,0A,06,00,00,00
3316969100,00000115,false,Rx,1,7,80,00,80,00,00,0A,B1,00
3316970638,00000125,false,Rx,1,6,00,00,00,82,0A,93,00,00
3316971729,00000165,false,Rx,1,8,01,F4,00,00,00,00,0A,4C
3316975663,00000130,false,Rx,1,7,80,00,01,44,90,0B,1F,00
3316978455,00000002,false,Rx,1,4,84,A6,F9,FF,00,00,00,00
3316978692,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0B,2D
3316978878,00000110,false,Rx,1,5,91,00,00,0B,1B,00,00,00
3316979101,00000115,false,Rx,1,7,80,00,80,00,00,0B,AC,00
3316980640,00000125,false,Rx,1,6,00,00,00,82,0B,8E,00,00
3316981731,00000165,false,Rx,1,8,01,F4,00,00,00,00,0B,51
3316985656,00000130,false,Rx,1,7,80,00,01,44,90,0C,4C,00
3316988294,00000002,false,Rx,1,4,84,A6,F9,FF,00,00,00,00
3316988693,00000120,false,Rx,1,8,00,04,84,B0,3F,00,0C,F1
3316988880,00000110,false,Rx,1,5,91,00,00,0C,48,00,00,00
3316989103,00000115,false,Rx,1,7,80,00,80,00,00,0C,FF,00
3316990641,00000125,false,Rx,1,6,00,00,00,82,0C,DD,00,00
3316991732,00000165,false,Rx,1,8,01,F4,00,00,00,00,0C,02
3316995666,00000130,false,Rx,1,7,80,00,01,44,90,0D,51,00
3316997891,00000145,false,Rx,1,8,00,00,40,55,55,55,55,55
3316998467,00000002,false,Rx,1,4,83,A6,F9,FF,00,00,00,00
3316998708,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0D,63
3316998892,00000110,false,Rx,1,5,91,00,00,0D,55,00,00,00
3316999115,00000115,false,Rx,1,7,80,00,80,00,00,0D,E2,00
3317000640,00000125,false,Rx,1,6,00,00,00,82,0D,C0,00,00
3317001731,00000165,false,Rx,1,8,01,F4,00,00,00,00,0D,1F
3317005660,00000130,false,Rx,1,7,80,00,01,44,90,0E,76,00
3317008291,00000002,false,Rx,1,4,73,A6,F9,FF,00,00,00,00
3317008690,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0E,44
3317008907,00000110,false,Rx,1,5,91,00,00,0E,72,00,00,00
3317009129,00000115,false,Rx,1,7,80,00,80,00,00,0E,C5,00
3317010637,00000125,false,Rx,1,6,00,00,00,82,0E,E7,00,00
3317011728,00000165,false,Rx,1,8,01,F4,00,00,00,00,0E,38
3317015665,00000130,false,Rx,1,7,80,00,01,44,90,0F,6B,00
3317018287,00000002,false,Rx,1,4,74,A6,F9,FF,00,00,00,00
3317018694,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0F,59
3317018903,00000110,false,Rx,1,5,91,00,00,0F,6F,00,00,00
3317019133,00000115,false,Rx,1,7,80,00,80,00,00,0F,D8,00
3317020641,00000125,false,Rx,1,6,00,00,00,82,0F,FA,00,00
3317021732,00000165,false,Rx,1,8,01,F4,00,00,00,00,0F,25
3317025667,00000130,false,Rx,1,7,80,00,01,44,90,00,D0,00
3317028296,00000002,false,Rx,1,4,83,A6,F9,FF,00,00,00,00
3317028702,00000120,false,Rx,1,8,00,04,84,B0,3E,00,00,E2
3317028935,00000110,false,Rx,1,5,91,00,00,00,D4,00,00,00
3317029157,00000115,false,Rx,1,7,80,00,80,00,00,00,63,00
3317030642,00000125,false,Rx,1,6,00,00,00,82,00,41,00,00
3317031732,00000165,false,Rx,1,8,01,F4,00,00,00,00,00,9E
3317035666,00000130,false,Rx,1,7,80,00,01,44,90,01,CD,00
3317038296,00000002,false,Rx,1,4,83,A6,F9,FF,00,00,00,00
3317038694,00000120,false,Rx,1,8,00,04,84,B0,3E,00,01,FF
3317038942,00000110,false,Rx,1,5,91,00,00,01,C9,00,00,00
3317039165,00000115,false,Rx,1,7,80,00,80,00,00,01,7E,00
3317040634,00000125,false,Rx,1,6,00,00,00,82,01,5C,00,00
3317041740,00000165,false,Rx,1,8,01,F4,00,00,00,00,01,83
3317045667,00000130,false,Rx,1,7,80,00,01,44,90,02,EA,00
3317048530,00000002,false,Rx,1,4,74,A6,F9,FF,00,00,00,00
3317048775,00000120,false,Rx,1,8,00,04,84,B0,3E,00,02,D8
3317048967,00000110,false,Rx,1,5,91,00,00,02,EE,00,00,00
3317049190,00000115,false,Rx,1,7,80,00,80,00,00,02,59,00
3317050644,00000125,false,Rx,1,6,00,00,00,82,02,7B,00,00
3317051734,00000165,false,Rx,1,8,01,F4,00,00,00,00,02,A4
3317053225,00000102,false,Rx,1,8,F7,83,48,C1,66,26,98,99
3317053571,00000112,false,Rx,1,5,42,01,80,93,00,00,00,00
3317055665,00000130,false,Rx,1,7,80,00,01,44,90,03,F7,00
3317057913,00000135,false,Rx,1,8,00,00,34,00,00,00,00,00
3317058429,00000002,false,Rx,1,4,81,A6,F9,FF,00,00,00,00
3317058708,00000120,false,Rx,1,8,00,04,84,B0,3E,00,03,C5
3317058970,00000110,false,Rx,1,5,91,00,00,03,F3,00,00,00
3317059193,00000115,false,Rx,1,7,80,00,80,00,00,03,44,00
3317060639,00000125,false,Rx,1,6,00,00,00,82,03,66,00,00
3317061739,00000165,false,Rx,1,8,01,F4,00,00,00,00,03,B9
3317065663,00000130,false,Rx,1,7,80,00,01,44,90,04,A4,00
3317068300,00000002,false,Rx,1,4,83,A6,F9,FF,00,00,00,00
3317068699,00000120,false,Rx,1,8,00,04,84,B0,3E,00,04,96
3317069000,00000110,false,Rx,1,5,91,00,00,04,A0,00,00,00
3317069230,00000115,false,Rx,1,7,80,00,80,00,00,04,17,00
3317070638,00000125,false,Rx,1,6,00,00,00,82,04,35,00,00
3317071736,00000165,false,Rx,1,8,01,F4,00,00,00,00,04,EA
3317075664,00000130,false,Rx,1,7,80,00,01,44,90,05,B9,00
3317078467,00000002,false,Rx,1,4,81,A6,F9,FF,00,00,00,00
3317078712,00000120,false,Rx,1,8,00,04,84,B0,3E,00,05,8B
3317079020,00000110,false,Rx,1,5,91,00,00,05,BD,00,00,00
3317079244,00000115,false,Rx,1,7,80,00,80,00,00,05,0A,00
3317080643,00000125,false,Rx,1,6,00,00,00,82,05,28,00,00
3317081742,00000165,false,Rx,1,8,01,F4,00,00,00,00,05,F7
3317085659,00000130,false,Rx,1,7,80,00,01,44,90,06,9E,00
3317088412,00000002,false,Rx,1,4,82,A6,F9,FF,00,00,00,00
3317088705,00000120,false,Rx,1,8,00,04,84,B0,3E,00,06,AC
3317089029,00000110,false,Rx,1,5,91,00,00,06,9A,00,00,00
3317089260,00000115,false,Rx,1,7,80,00,80,00,00,06,2D,00
3317090643,00000125,false,Rx,1,6,00,00,00,82,06,0F,00,00
3317091734,00000165,false,Rx,1,8,01,F4,00,00,00,00,06,D0
3317095675,00000130,false,Rx,1,7,80,00,01,44,90,07,83,00
3317098304,00000002,false,Rx,1,4,81,A6,F9,FF,00,00,00,00
3317098705,00000120,false,Rx,1,8,00,04,84,B0,3E,00,07,B1
3317099052,00000110,false,Rx,1,5,91,00,00,07,87,00,00,00
3317099276,00000115,false,Rx,1,7,80,00,80,00,00,07,30,00
3317100644,00000125,false,Rx,1,6,00,00,00,82,07,12,00,00
3317101742,00000165,false,Rx,1,8,01,F4,00,00,00,00,07,CD
3317105676,00000130,false,Rx,1,7,80,00,01,44,90,08,38,00
3317108313,00000002,false,Rx,1,4,80,A6,F9,FF,00,00,00,00
3317108705,00000120,false,Rx,1,8,00,04,84,B0,3E,00,08,0A
3317109075,00000110,false,Rx,1,5,91,00,00,08,3C,00,00,00
3317109307,00000115,false,Rx,1,7,80,00,80,00,00,08,8B,00
3317110652,00000125,false,Rx,1,6,00,00,00,82,08,A9,00,00
3317111742,00000165,false,Rx,1,8,01,F4,00,00,00,00,08,76
3317115676,00000130,false,Rx,1,7,80,00,01,44,90,09,25,00
3317118313,00000002,false,Rx,1,4,82,A6,F9,FF,00,00,00,00
3317118713,00000120,false,Rx,1,8,00,04,84,B0,3E,00,09,17
3317119083,00000110,false,Rx,1,5,91,00,00,09,21,00,00,00
3317119307,00000115,false,Rx,1,7,80,00,80,00,00,09,96,00
3317120652,00000125,false,Rx,1,6,00,00,00,82,09,B4,00,00
3317121750,00000165,false,Rx,1,8,01,F4,00,00,00,00,09,6B
3317125684,00000130,false,Rx,1,7,80,00,01,44,90,0A,02,00
3317128313,00000002,false,Rx,1,4,81,A6,F9,FF,00,00,00,00
3317128713,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0A,30
3317129098,00000110,false,Rx,1,5,91,00,00,0A,06,00,00,00
3317129322,00000115,false,Rx,1,7,80,00,80,00,00,0A,B1,00
3317130659,00000125,false,Rx,1,6,00,00,00,82,0A,93,00,00
3317131758,00000165,false,Rx,1,8,01,F4,00,00,00,00,0A,4C
3317135691,00000130,false,Rx,1,7,80,00,01,44,90,0B,1F,00
3317138313,00000002,false,Rx,1,4,81,A6,F9,FF,00,00,00,00
3317138721,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0B,2D
3317139106,00000110,false,Rx,1,5,91,00,00,0B,1B,00,00,00
3317139330,00000115,false,Rx,1,7,80,00,80,00,00,0B,AC,00
3317140667,00000125,false,Rx,1,6,00,00,00,82,0B,8E,00,00
3317141765,00000165,false,Rx,1,8,01,F4,00,00,00,00,0B,51
3317145691,00000130,false,Rx,1,7,80,00,01,44,90,0C,4C,00
3317148321,00000002,false,Rx,1,4,81,A6,F9,FF,00,00,00,00
3317148729,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0C,7E
3317149138,00000110,false,Rx,1,5,91,00,00,0C,48,00,00,00
3317149361,00000115,false,Rx,1,7,80,00,80,00,00,0C,FF,00
3317150676,00000125,false,Rx,1,6,00,00,00,82,0C,DD,00,00
3317151765,00000165,false,Rx,1,8,01,F4,00,00,00,00,0C,02
3317153518,00000102,false,Rx,1,8,F7,83,48,C1,66,26,98,99
3317153867,00000112,false,Rx,1,5,42,01,80,93,00,00,00,00
3317155688,00000130,false,Rx,1,7,80,00,01,44,90,0D,51,00
3317157944,00000135,false,Rx,1,8,00,00,34,00,00,00,00,00
3317158420,00000002,false,Rx,1,4,81,A6,F9,FF,00,00,00,00
3317158736,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0D,63
3317159137,00000110,false,Rx,1,5,91,00,00,0D,55,00,00,00
3317159360,00000115,false,Rx,1,7,80,00,80,00,00,0D,E2,00
3317160677,00000125,false,Rx,1,6,00,00,00,82,0D,C0,00,00
3317161766,00000165,false,Rx,1,8,01,F4,00,00,00,00,0D,1F
3317165691,00000130,false,Rx,1,7,80,00,01,44,90,0E,76,00
3317168322,00000002,false,Rx,1,4,82,A6,F9,FF,00,00,00,00
3317168728,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0E,44
3317169161,00000110,false,Rx,1,5,91,04,00,0E,74,00,00,00
3317169383,00000115,false,Rx,1,7,80,00,80,00,00,0E,C5,00
3317170675,00000125,false,Rx,1,6,00,00,00,82,0E,E7,00,00
3317171765,00000165,false,Rx,1,8,01,F4,00,00,00,00,0E,38
3317175692,00000130,false,Rx,1,7,80,00,01,44,90,0F,6B,00
3317178471,00000002,false,Rx,1,4,81,A6,F9,FF,00,00,00,00
3317178723,00000120,false,Rx,1,8,00,04,84,B0,3E,00,0F,59
3317179171,00000110,false,Rx,1,5,91,04,00,0F,69,00,00,00
3317179402,00000115,false,Rx,1,7,80,00,80,00,00,0F,D8,00
3317180671,00000125,false,Rx,1,6,00,00,00,82,0F,FA,00,00
3317181761,00000165,false,Rx,1,8,01,F4,00,00,00,00,0F,25
3317185693,00000130,false,Rx,1,7,80,00,01,44,90,00,D0,00
3317188325,00000002,false,Rx,1,4,8F,A6,F9,FF,00,00,00,00
3317188731,00000120,false,Rx,1,8,00,04,84,B0,3E,00,00,E2
3317189202,00000110,false,Rx,1,5,91,04,00,00,D2,00,00,00
3317189425,00000115,false,Rx,1,7,80,00,80,00,00,00,63,00
3317190679,00000125,false,Rx,1,6,00,00,00,82,00,41,00,00
3317191768,00000165,false,Rx,1,8,01,F4,00,00,00,00,00,9E
3317195703,00000130,false,Rx,1,7,80,00,01,44,90,01,CD,00
3317198325,00000002,false,Rx,1,4,82,A6,F9,FF,00,00,00,00
3317198732,00000120,false,Rx,1,8,00,04,84,B0,3E,00,01,FF
3317199211,00000110,false,Rx,1,5,91,04,00,01,CF,00,00,00
3317199433,00000115,false,Rx,1,7,80,00,80,00,00,01,7E,00
3317200672,00000125,false,Rx,1,6,00,00,00,82,01,5C,00,00
3317201769,00000165,false,Rx,1,8,01,F4,00,00,00,00,01,83
3317205705,00000130,false,Rx,1,7,80,00,01,44,90,02,EA,00
3317208319,00000002,false,Rx,1,4,81,A6,00,00,00,00,00,00
3317208734,00000120,false,Rx,1,8,00,04,84,B0,3E,00,02,D8
3317209243,00000110,false,Rx,1,5,91,04,00,02,E8,00,00,00
3317209466,00000115,false,Rx,1,7,80,00,80,00,00,02,59,00
3317210673,00000125,false,Rx,1,6,00,00,00,82,02,7B,00,00
3317211770,00000165,false,Rx,1,8,01,F4,00,00,00,00,02,A4
3317215705,00000130,false,Rx,1,7,80,00,01,44,90,03,F7,00
3317218319,00000002,false,Rx,1,4,80,A6,F9,FF,00,00,00,00
3317218733,00000120,false,Rx,1,8,00,04,84,B0,3E,00,03,C5
3317219243,00000110,false,Rx,1,5,91,04,00,03,F5,00,00,00
3317219466,00000115,false,Rx,1,7,80,00,80,00,00,03,44,00
3317220673,00000125,false,Rx,1,6,00,00,00,82,03,66,00,00
3317221770,00000165,false,Rx,1,8,01,F4,00,00,00,00,03,B9
3317225696,00000130,false,Rx,1,7,80,00,01,44,90,04,A4,00
3317228327,00000002,false,Rx,1,4,80,A6,00,00,00,00,00,00
3317228726,00000120,false,Rx,1,8,00,00,84,B0,3E,00,04,93
3317229266,00000110,false,Rx,1,5,91,04,00,04,A6,00,00,00
3317229488,00000115,false,Rx,1,7,80,00,80,00,00,04,17,00
3317230673,00000125,false,Rx,1,6,00,00,00,82,04,35,00,00
3317231770,00000165,false,Rx,1,8,01,F4,00,00,00,00,04,EA
3317235696,00000130,false,Rx,1,7,80,00,01,44,90,05,B9,00
3317238327,00000002,false,Rx,1,4,80,A6,F9,FF,00,00,00,00
3317238733,00000120,false,Rx,1,8,00,00,84,B0,3E,00,05,8E
3317239274,00000110,false,Rx,1,5,91,04,00,05,BB,00,00,00
3317239496,00000115,false,Rx,1,7,80,00,80,00,00,05,0A,00
3317240673,00000125,false,Rx,1,6,00,00,00,82,05,28,00,00
3317241778,00000165,false,Rx,1,8,01,F4,00,00,00,00,05,F7
3317245696,00000130,false,Rx,1,7,80,00,01,44,90,06,9E,00
3317248342,00000002,false,Rx,1,4,81,A6,F9,FF,00,00,00,00
3317248741,00000120,false,Rx,1,8,00,00,84,B0,3E,00,06,A9
3317249297,00000110,false,Rx,1,5,91,04,00,06,9C,00,00,00
3317249527,00000115,false,Rx,1,7,80,00,80,00,00,06,2D,00
3317250681,00000125,false,Rx,1,6,00,00,00,82,06,0F,00,00
3317251785,00000165,false,Rx,1,8,01,F4,00,00,00,00,06,D0
3317253153,00000102,false,Rx,1,8,F7,83,48,C1,66,26,98,99
3317253492,00000112,false,Rx,1,5,42,01,8C,93,08,00,00,00
3317255709,00000130,false,Rx,1,7,80,00,01,44,90,07,83,00
3317257955,00000135,false,Rx,1,8,00,00,34,00,00,00,00,00
3317258426,00000002,false,Rx,1,4,81,A6,F9,FF,00,00,00,00
3317258750,00000120,false,Rx,1,8,00,00,84,B0,3E,00,07,B4
3317259313,00000110,false,Rx,1,5,91,04,00,07,81,00,00,00
3317259536,00000115,false,Rx,1,7,80,00,80,00,00,07,30,00
3317260682,00000125,false,Rx,1,6,00,00,00,82,07,12,00,00
3317261780,00000165,false,Rx,1,8,01,F4,00,00,00,00,07,CD
3317265707,00000130,false,Rx,1,7,80,00,01,44,90,08,38,00
3317268338,00000002,false,Rx,1,4,8F,A6,F9,FF,00,00,00,00
3317268744,00000120,false,Rx,1,8,00,00,84,B0,3E,00,08,0F
3317269331,00000110,false,Rx,1,5,91,04,00,08,3A,00,00,00
3317269561,00000115,false,Rx,1,7,80,00,80,00,00,08,8B,00
3317270685,00000125,false,Rx,1,6,00,00,00,82,08,A9,00,00
3317271774,00000165,false,Rx,1,8,01,F4,00,00,00,00,08,76
3317275709,00000130,false,Rx,1,7,80,00,01,44,90,09,25,00
3317278331,00000002,false,Rx,1,4,80,A6,F9,FF,00,00,00,00
3317278737,00000120,false,Rx,1,8,00,00,84,B0,3E,00,09,12
3317279339,00000110,false,Rx,1,5,91,04,00,09,27,00,00,00
3317279562,00000115,false,Rx,1,7,80,00,80,00,00,09,96,00
3317280685,00000125,false,Rx,1,6,00,00,00,82,09,B4,00,00
3317281782,00000165,false,Rx,1,8,01,F4,00,00,00,00,09,6B
3317285703,00000130,false,Rx,1,7,80,00,01,44,90,0A,02,00
