Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
0,101,FALSE,Rx,0,5,42,1,80,94,0,0,0,0
1,101,FALSE,Rx,0,5,42,1,80,94,0,0,0,0
2,112,FALSE,Rx,0,5,42,1,8C,94,0,0,0,0
3,112,FALSE,Rx,0,5,C6,1,90,94,0,0,0,0
4,112,FALSE,Rx,0,5,C6,1,90,94,40,0,0,0
5,112,FALSE,Rx,0,5,C6,1,90,94,40,0,0,0
6,112,FALSE,Rx,0,5,C6,1,90,94,40,0,0,0
